time,cpu,mem,disk_read,disk_write,net_sent,net_recv,rps,p95,p99,gc_triggered
1770607242.19891,100.0,53.3,0.0,0.0,0.0,0.0,57.742336877553825,4512.721061706543,5355.978965759277,False
1770607244.108895,28.5,53.3,8578.077544314372,4883070.642100956,36456.829563336076,34848.44002377713,43.418261756592145,4498.6279010772705,5355.365753173828,True
1770607246.0644,25.7,53.2,0.0,3086534.2076590755,36630.69493093846,35834.37547591806,41.93290451015377,4491.030693054199,5355.365753173828,True
1770607247.950181,31.3,53.4,0.0,4120736.3230701154,42641.674086332336,39734.28721680967,48.255867250923224,4512.721061706543,5353.882789611816,True
1770607249.8814552,26.9,53.4,0.0,2534571.814898534,38673.044124038664,37185.619350037174,48.276683384386835,4501.011848449707,5335.165023803711,True
1770607251.75617,0.0,53.7,0.0,0.0,0.0,0.0,42.16829679432018,4501.011848449707,5326.11870765686,False
1770607253.855699,29.2,53.4,0.0,3131216.5311922026,30726.891193942174,27800.52060404292,38.54359923388982,4528.962135314941,5321.553945541382,True
1770607255.4534101,30.5,53.4,0.0,7631396.805963433,39479.54891858993,35531.594026730934,45.06446792451479,4539.16597366333,5335.165023803711,True
1770607257.9801862,27.3,53.4,0.0,4742172.337450018,43081.64640348267,41486.02987002035,42.97041487474985,4539.16597366333,5334.5818519592285,True
1770607259.581604,26.9,53.4,0.0,0.0,64257.440095751044,64257.440095751044,51.55328725475968,4542.66095161438,5326.11870765686,False
1770607260.898155,29.0,53.4,0.0,5852090.936932261,52889.71075377376,47445.18170559117,43.01321623602404,4542.66095161438,5326.11870765686,True
1770607262.065635,33.9,53.4,0.0,5395855.163318205,57177.42912464345,50824.38144412752,65.95402108248587,4541.395902633667,5321.553945541382,True
1770607263.778262,25.9,53.3,0.0,0.0,78724.88475591129,52483.25650394086,38.83831689746778,4538.973331451416,5315.000057220459,False
1770607265.412451,31.3,53.5,0.0,4877535.812200424,41356.29028844142,39476.458911694084,46.616951146459165,4533.307790756226,5315.000057220459,True
1770607267.550741,28.1,53.4,0.0,3371387.783723876,40164.54760393065,35904.6713429077,44.42802574928322,4538.973331451416,5353.882789611816,True
1770607269.555385,27.2,53.4,0.0,5331967.380490142,38085.4812892153,36242.6354203823,42.90038197749381,4533.307790756226,5353.882789611816,True
1770607271.783503,27.5,53.2,0.0,3179431.6824950944,34675.00996009751,33074.624885016085,41.73926263647885,4528.962135314941,5335.165023803711,True
1770607273.454703,25.7,53.2,0.0,4613097.079415406,45652.70436744747,41304.8277610239,45.47630344498575,4519.283056259155,5334.5818519592285,True
1770607275.832889,26.7,53.2,2712.0689382232404,16074432.596849145,40681.03407334861,44071.120246127655,49.19716145680605,4510.733127593994,5326.11870765686,True
1770607277.7121458,30.0,53.3,0.0,3971050.030044576,48705.46748749872,47669.18094521151,48.42339994016879,4518.957138061523,5335.165023803711,True
1770607279.372808,23.1,53.4,0.0,0.0,32142.665848438133,32142.665848438133,42.97631336270621,4529.293060302734,5334.5818519592285,False
1770607281.353398,25.4,53.3,0.0,3546740.934464417,35157.198767285765,33089.128251563074,43.23092913140301,4529.293060302734,5334.5818519592285,True
1770607283.502387,27.9,53.2,0.0,2517841.5102513917,33721.091655152566,32537.895456726164,47.9295156061793,4532.3522090911865,5326.11870765686,True
1770607285.138059,28.6,53.5,0.0,6969006.6321648685,51122.40780637375,49077.51149411879,45.81849135640114,4529.293060302734,5321.553945541382,True
1770607287.1093602,40.9,53.4,0.0,0.0,40560.26759592411,40560.26759592411,49.45206657012919,4523.777008056641,5315.000057220459,False
1770607288.775351,30.7,53.4,0.0,4988493.245581075,39952.2007100505,38722.90222666433,46.71136578331651,4533.307790756226,5314.093112945557,True
1770607290.439379,29.6,53.6,0.0,1423138.193738263,60416.24407379419,58738.01507174435,36.057889517993814,4531.47292137146,5285.513877868652,True
1770607292.026942,31.6,53.5,0.0,0.0,0.0,0.0,43.59806380548508,4541.395902633667,5321.553945541382,False
1770607293.887923,29.8,53.5,0.0,3530387.49130564,41268.557021185006,40168.06216728674,46.815602598496696,4544.992923736572,5315.000057220459,True
1770607295.6923578,28.0,53.5,0.0,6037078.486884537,38399.55895971913,35060.46687626529,41.56426210845484,4544.992923736572,5314.093112945557,True
1770607297.530039,34.6,53.5,0.0,3191933.2615198847,36604.73923761336,33676.36009860429,47.43840100635612,4542.112112045288,5285.513877868652,True
1770607299.62482,14.3,53.4,0.0,0.0,0.0,0.0,45.969997407251,4541.395902633667,5277.606964111328,False
1770607301.075069,26.1,53.4,0.0,4561313.400384856,45189.482604432014,41659.05427596076,52.05593226151497,4539.657115936279,5273.688077926636,True
1770607302.622453,30.4,53.3,0.0,5322261.109492079,52456.5785197123,47460.71389878732,56.87017485904516,4538.274049758911,5273.688077926636,True
1770607304.424783,28.3,53.3,0.0,3217654.1208292963,41445.193593819975,41445.193593819975,41.31020734483042,4533.307790756226,5271.410942077637,True
1770607306.603473,0.0,53.3,0.0,0.0,0.0,0.0,42.28150528815802,4528.962135314941,5242.058038711548,False
1770607308.1014552,29.4,53.3,0.0,3516367.4017500896,41698.758068964904,38964.41327755737,47.321720006356266,4530.317068099976,5239.346981048584,True
1770607310.252893,27.0,53.4,0.0,3758695.9176651337,43332.53192867575,42530.077633700275,44.62132338274054,4528.8331508636475,5225.133180618286,True
1770607312.648445,25.6,53.3,0.0,1693891.510477022,24851.694695965696,24851.694695965696,33.00615701807944,4533.307790756226,5222.652912139893,True
1770607314.344289,23.4,53.3,0.0,0.0,0.0,0.0,46.44179563559417,4538.973331451416,5273.688077926636,False
1770607316.283207,27.4,53.3,0.0,3819433.5584701756,38553.46374008889,36440.94517898813,45.53859208239481,4539.16597366333,5271.410942077637,True
1770607317.797874,26.4,53.3,0.0,5709555.364111094,53796.06184778041,50209.65772459505,60.07921077592951,4539.128065109253,5242.058038711548,True
1770607319.944022,26.6,53.3,0.0,3592529.8797513265,35419.30867360463,34575.991800423566,47.52701192910547,4539.16597366333,5239.346981048584,True
1770607321.37573,33.3,53.2,0.0,0.0,81756.73229463105,40878.36614731552,30.568904967362446,4538.973331451416,5234.171152114868,False
1770607322.940202,26.4,53.2,0.0,5021584.407086332,44508.308092006075,41235.63837935857,49.70047959048067,4538.274049758911,5225.133180618286,True
1770607325.083536,28.4,53.3,0.0,2774276.962517916,28926.11050966548,28268.698907173082,42.457220265558924,4538.274049758911,5225.133180618286,True
1770607327.036756,25.3,53.2,0.0,3850995.230643936,72432.51217512105,69414.490834491,34.078411745275574,4539.16597366333,5222.652912139893,True
1770607328.622667,25.9,53.2,0.0,4945952.089513308,45843.681247447115,43260.93864195714,52.461913336388065,4540.242910385132,5221.251010894775,True
1770607331.139741,29.0,53.3,0.0,2605828.26411622,31138.060325662424,29306.409718270515,38.53681100402534,4547.572135925293,5214.64204788208,True
1770607332.918887,30.7,53.6,0.0,3839770.5692940927,35885.70625508498,32895.2307338279,40.20816724213961,4560.182571411133,5214.64204788208,True
1770607334.782454,20.0,53.5,0.0,0.0,0.0,0.0,44.66122490825702,4559.075117111206,5210.018873214722,False
1770607336.488582,29.1,53.5,0.0,4369379.387461101,42013.263340972124,39012.315959474116,46.97348892045294,4560.716152191162,5214.64204788208,True
1770607338.3970602,33.6,53.6,0.0,1598725.1461188265,30526.27943299713,28396.53900743919,45.06207998312999,4565.3979778289795,5210.018873214722,True
1770607340.209363,29.2,53.5,0.0,2557525.730694676,39115.099410624454,34601.818709398554,49.485485086473865,4562.252044677734,5210.018873214722,True
1770607342.390499,32.5,53.3,0.0,3713940.764494466,30561.424786200547,29106.11884400052,43.09222627032054,4568.81308555603,5222.652912139893,True
1770607343.746609,23.8,53.3,0.0,0.0,65005.82402131057,32502.912010655284,49.30390030942596,4569.212198257446,5222.652912139893,False
1770607345.4436328,28.5,53.6,14481.823417629577,3193242.0635873214,39221.60508941344,38014.786471277635,45.703608081407175,4569.212198257446,5222.652912139893,True
1770607347.242899,31.9,53.9,6734.970496645132,3943325.225785725,47986.664788596565,47144.79347651592,46.685701466435056,4569.212198257446,5222.652912139893,True
1770607349.5951202,34.9,53.8,127749.44971022186,3138986.478594023,37640.46286104751,53609.14407482525,37.81461869129955,4562.252044677734,5221.251010894775,True
1770607352.1664069,0.0,53.7,0.0,0.0,0.0,0.0,38.942368934853924,4571.739196777344,5284.419775009155,False
1770607354.321687,40.7,53.9,22805.38835695085,3751486.384718415,35158.30705029923,34208.08253542628,38.93101245163756,4585.3447914123535,5295.423984527588,True
1770607356.4348228,39.6,53.9,0.0,5203500.1842909735,36473.13213288065,34446.847014387284,43.06396179951697,4588.670015335083,5309.782028198242,True
1770607358.521707,26.5,53.8,0.0,2027289.2195290644,35173.787720535816,33574.97918778419,31.802936436978957,4595.690965652466,5309.782028198242,True
1770607360.3950112,27.6,53.8,0.0,0.0,0.0,0.0,46.738875748410095,4600.6200313568115,5309.782028198242,False
1770607362.322976,27.3,53.7,0.0,5544997.140314978,40897.00955979438,38241.35958837916,48.47255312732542,4598.2348918914795,5285.513877868652,True
1770607364.0623071,27.8,53.7,0.0,4445845.056634371,40138.75588534901,38227.38655747525,42.54509331577678,4598.2348918914795,5285.513877868652,True
1770607365.777434,65.1,53.6,0.0,0.0,0.0,0.0,53.586986374325775,4598.2348918914795,5285.513877868652,False
1770607367.742681,29.2,53.7,0.0,5214709.621227531,38036.95067442144,36994.842436766055,39.6133164858291,4600.462913513184,5285.513877868652,True
1770607369.0014179,26.5,53.7,0.0,6171029.8282642085,64618.11338496553,61387.20771571725,53.227964258148226,4607.181072235107,5285.513877868652,True
1770607370.645113,30.6,53.5,0.0,0.0,22092.31673267836,22092.31673267836,43.82274136620383,4607.181072235107,5285.513877868652,False
1770607372.319646,29.6,53.6,0.0,4684195.840728981,34856.28758766996,33021.74613568733,37.19019162056606,4607.181072235107,5285.513877868652,True
1770607374.3445141,28.2,53.5,0.0,2806619.4953550003,41078.94445514873,38428.68997417139,47.904351310321914,4614.518165588379,5300.24790763855,True
1770607376.1697888,25.9,53.4,0.0,7830407.624366213,47195.85308187182,44117.86266348888,51.49909747657874,4596.388101577759,5284.9280834198,True
1770607377.618772,0.0,53.4,0.0,0.0,0.0,0.0,48.39236676375315,4593.0280685424805,5253.137826919556,False
1770607379.444334,28.8,53.5,0.0,3583177.12518986,38142.77465762531,35899.08203070617,39.93356652157939,4587.007999420166,5221.251010894775,True
1770607381.323422,27.7,53.5,0.0,4535128.029300209,27994.617464816107,25449.652240741914,45.60847188318317,4585.353851318359,5217.473030090332,True
1770607383.824804,0.0,53.5,0.0,0.0,0.0,0.0,37.53592305713699,4575.139045715332,5218.5728549957275,False
1770607386.044784,26.3,53.5,0.0,3149520.263891793,34594.90623782725,33211.109988314165,43.642852622159445,4587.007999420166,5237.608909606934,True
1770607388.139047,27.1,53.5,11656.126838351596,4050504.0763271796,33511.364660260835,31325.840878069914,39.6320836523328,4588.670015335083,5250.738143920898,True
1770607390.527209,31.2,54.0,0.0,1639833.08730052,24115.19246030176,21922.902236637965,37.13945701771488,4595.854997634888,5253.137826919556,True
1770607392.398585,33.3,53.8,0.0,0.0,0.0,0.0,38.47604618388955,4602.89192199707,5253.137826919556,False
1770607395.1379719,34.2,53.4,0.0,1880993.222912002,26914.052474098597,25418.827336648672,32.56156757583908,4614.659070968628,5284.419775009155,True
1770607396.982142,27.8,53.5,0.0,6516824.296785664,42974.36889732633,40109.41097083791,45.548943828126916,4628.789186477661,5328.498840332031,True
1770607398.896672,26.6,53.4,0.0,3436923.6213815976,39231.351217117786,37301.94050152183,45.96428272998626,4628.666877746582,5285.546064376831,True
1770607400.533267,27.1,53.5,0.0,3547627.057375028,42853.13097778291,40557.42753254454,52.54812548902836,4625.625848770142,5256.048917770386,True
1770607402.3067021,29.3,53.6,0.0,6076243.970970155,59617.778365091785,57233.06723048811,43.15370223563372,4625.625848770142,5256.048917770386,True
1770607404.274407,25.0,53.5,0.0,0.0,40668.9578062268,0.0,45.532579852797184,4622.822046279907,5248.549222946167,False
1770607405.992151,27.9,53.4,0.0,4766661.077589882,37556.23410307185,36363.97270297433,47.047401977662076,4622.822046279907,5234.171152114868,True
1770607407.898819,30.8,53.4,0.0,2514808.8317290614,42088.850740235335,39458.29756897063,47.20276548693315,4620.276927947998,5234.171152114868,True
1770607410.0628312,26.9,53.4,0.0,2036153.5889498459,24011.245152710446,22090.34554049361,28.138177913332555,4620.276927947998,5234.171152114868,True
1770607411.959014,14.3,53.4,0.0,0.0,91857.20418333083,91857.20418333083,41.37854120896842,4626.8908977508545,5234.171152114868,False
1770607413.959758,28.4,53.4,0.0,2829283.358922577,37362.09934901377,34803.05144839639,37.27834590233366,4626.329183578491,5221.251010894775,True
1770607416.06771,27.5,53.6,0.0,4489952.852696802,38731.68964728686,36539.329855931006,45.06744244203203,4637.6049518585205,5237.608909606934,True
1770607418.1231802,27.0,53.6,0.0,2600973.397097372,40149.25378069769,37530.82418630436,48.16416148577697,4650.402069091797,5237.608909606934,True
1770607420.038537,27.9,53.5,0.0,6612214.933084949,40506.56755973861,34719.915051204516,32.50317809927105,4650.402069091797,5224.592924118042,True
1770607421.041867,24.9,53.4,0.0,898129.2365629495,101039.53911333182,93895.32927703563,44.32257569235407,4653.3050537109375,5224.592924118042,True
1770607422.0490072,19.1,53.4,0.0,8133.922495154172,24401.767485462515,117941.8761797355,26.808582442524735,4653.3050537109375,5224.592924118042,False
1770607423.055847,14.8,53.3,16272.69877281321,12204.524079609906,1017.0436733008256,2034.0873466016512,1.986413424415675,4653.3050537109375,5224.592924118042,False
1770607424.063182,12.7,53.3,0.0,8132.347716842562,0.0,0.0,0.0,4653.3050537109375,5224.592924118042,False
1770607425.070535,14.7,53.2,0.0,8132.205285310986,0.0,0.0,0.0,4653.3050537109375,5224.592924118042,False
1770607426.0784461,14.3,53.2,0.0,48766.200575945135,0.0,0.0,0.0,4653.3050537109375,5224.592924118042,False
1770607427.0867012,12.6,53.0,0.0,12187.393011183922,0.0,1015.6160842653268,0.0,4653.3050537109375,5224.592924118042,False
1770607428.093471,21.9,53.1,0.0,12205.370913721295,1017.114242810108,1017.114242810108,0.0,4653.3050537109375,5224.592924118042,False
1770607429.100517,13.2,53.0,0.0,12202.024725742373,2033.6707876237288,2033.6707876237288,0.0,4653.3050537109375,5224.592924118042,False
1770607430.1077719,13.3,53.0,0.0,12199.494631258354,1016.6245526048629,1016.6245526048629,0.0,4653.3050537109375,5224.592924118042,False
1770607431.115632,13.4,53.1,0.0,12192.167324932014,1016.0139437443344,1016.0139437443344,0.0,4653.3050537109375,5224.592924118042,False
1770607432.1225019,12.1,53.0,0.0,12204.159948170996,0.0,0.0,0.0,4653.3050537109375,5224.592924118042,False
1770607433.130692,12.6,53.1,0.0,12188.176941326039,1015.6814117771698,0.0,0.0,4653.3050537109375,5224.592924118042,False
1770607434.139204,13.5,53.1,0.0,12184.28710313886,1015.357258594905,2030.71451718981,0.0,4653.3050537109375,5224.592924118042,False
1770607435.146842,12.9,53.1,0.0,12194.855963315777,1016.2379969429815,1016.2379969429815,0.0,4653.3050537109375,5224.592924118042,False
1770607436.1540558,13.4,53.1,0.0,12199.991325015782,2033.3318875026305,2033.3318875026305,0.0,4653.3050537109375,5224.592924118042,False
1770607437.1614609,13.6,53.1,0.0,12197.675691295635,2032.9459485492725,2032.9459485492725,0.0,4653.3050537109375,5224.592924118042,False
1770607438.170218,14.7,53.1,0.0,12181.32672817094,2030.2211213618232,2030.2211213618232,0.0,4653.3050537109375,5224.592924118042,False
1770607439.177873,13.0,53.1,0.0,12194.651100425397,1016.2209250354497,1016.2209250354497,0.0,4653.3050537109375,5224.592924118042,False
1770607440.1865659,13.5,53.1,0.0,12182.101239846694,0.0,0.0,0.0,4653.3050537109375,5224.592924118042,False
1770607441.1926138,14.4,53.4,0.0,183211.94076031045,1017.8441153350581,1017.8441153350581,0.0,4653.3050537109375,5224.592924118042,False
1770607442.214772,33.6,53.7,0.0,28050.45394871575,1001.8019267398481,1001.8019267398481,0.0,4653.3050537109375,5224.592924118042,False
1770607443.243855,24.8,53.9,0.0,246775.0382233619,995.060637997427,995.060637997427,0.0,4653.3050537109375,5224.592924118042,False
